"","Code","Period","Country","Time_Span","Pov_1.90","Pov_3.20","Pov_5.50","Gini","Mean_Inc","Private_Credit","Pop_Growth","GDPpc","Region","Income_Group","Pov_1.90_IP","Pov_3.20_IP","Pov_5.50_IP","Gini_IP","log_Pov_1.90","log_Pov_3.20","log_Pov_5.50","log_Gini","log_Private_Credit","log_Mean_Inc","dlog_Pov_1.90","dlog_Pov_3.20","dlog_Pov_5.50","dlog_Gini","dlog_Private_Credit","dlog_Mean_Inc","log_ZY_1.90","log_ZY_3.20","log_ZY_5.50"
"114","ECU","2","Ecuador","[1985,1990)",17.6,32.4,55.2,50.5,225.5435,19.24542,2.45746334138634,3678.16226164213,"Latin America & Caribbean","Upper middle income",17.6,32.4,55.2,50.5,2.86789890204411,3.47815842279828,4.01096295328305,3.92197333628131,2.95727311034792,5.41851304499534,NA,NA,NA,NA,-0.0124978234524743,-0.000624314143212779,-1.36166845502846,-0.84037153139517,-0.298774248962425
"115","ECU","3","Ecuador","[1990,1995)",17.1,34.7,60.7,53.4,217.4554,14.9232,2.30558247495028,3781.75295290272,"Latin America & Caribbean","Upper middle income",17.1,34.7,60.7,53.4,2.83907846350861,3.54673968695281,4.10594369806545,3.97781074596615,2.70291704899046,5.38199377203032,-0.0057640877070984,0.013716252830906,0.0189961489564805,0.011167481936967,-0.0508712122714923,-0.007303854593005,-1.32513687378414,-0.803839950150857,-0.262242667718113
"116","ECU","4","Ecuador","[1995,2000)",18.75,37.95,62.1,54.15,218.84245,29.89236,2.03983097295334,3854.14984884326,"Latin America & Caribbean","Upper middle income",18.75,37.95,62.1,54.15,2.93119375241642,3.63626950384164,4.12874598893943,3.991757973447,3.39760292935161,5.38835206452685,0.0184230577815611,0.0179059633777651,0.00456045817479609,0.00278944549617011,0.138937176072229,0.00127165849930719,-1.33047141857105,-0.809174494937765,-0.26757721250502
"117","ECU","5","Ecuador","[2000,2005)",19.2333333333333,37.3,60.2,54.5666666666667,252.9047,22.51256,1.71626240629444,3862.89729950172,"Latin America & Caribbean","Upper middle income",19.2333333333333,37.3,60.2,54.5666666666667,2.95664488484594,3.61899332664977,4.09767235231478,3.99942319570898,3.11407337568453,5.53301273792395,0.00509022648590491,-0.00345523543837389,-0.00621472732493142,0.00153304445239595,-0.0567059107334149,0.0289321346794196,-1.47616814795706,-0.954871224323779,-0.413273941891035
"118","ECU","6","Ecuador","[2005,2010)",8.68,20,40.98,51.34,320.6604,20.57182,1.67699514638811,4461.34418788899,"Latin America & Caribbean","Upper middle income",8.68,20,40.98,51.34,2.16102152867226,2.99573227355399,3.71308414281075,3.93847017544299,3.02392217811744,5.7703826191871,-0.159124671234737,-0.124652210619156,-0.0769176419008044,-0.012190604053197,-0.0180302395134182,0.0474739762526289,-1.711867031268,-1.19057010763471,-0.648972825201968
"119","ECU","7","Ecuador","[2010,2015)",4.12,11.4,28.54,46.52,385.899775,24.93832,1.58522066377324,5096.18282481442,"Latin America & Caribbean","Upper middle income",4.12,11.4,28.54,46.52,1.41585316336144,2.43361335540045,3.35130661204869,3.83988232765046,3.21640557631499,5.9555776854908,-0.149033673062165,-0.112423783630708,-0.0723555061524126,-0.0197175695585061,0.0384966796395098,0.0370390132607408,-1.89745741103807,-1.37616048740479,-0.834563204972044
"120","EGY","1","Egypt","[1980,1985)",NA,NA,NA,NA,120.006,21.26658,2.54590911329516,1200.69506118919,"Middle East & North Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,3.05713682643922,4.78754174153209,NA,NA,NA,NA,NA,NA,-0.729699072408503,-0.208402148775217,0.333195133657527
"121","EGY","2","Egypt","[1985,1990)",NA,NA,NA,NA,131.1235,26.18438,2.72653625814158,1418.84302899579,"Middle East & North Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,3.26516304977307,4.87613962718487,NA,NA,NA,NA,0.0416052446667699,0.017719577130557,-0.819295037217986,-0.2979981135847,0.243599168848045
"122","EGY","3","Egypt","[1990,1995)",7.4,37.9,77.1,32,137.7717,22.39444,2.19258831155129,1539.11400419342,"Middle East & North Africa","Lower middle income",7.4,37.9,77.1,32,2.00148000021012,3.63495111208838,4.34510328056928,3.46573590279973,3.10881271376502,4.92559796738663,NA,NA,NA,NA,-0.031270067201611,0.00989166804035246,-0.8687253380009,-0.347428414367614,0.194168868065131
"123","EGY","4","Egypt","[1995,2000)",3.3,31.35,74.05,31.45,148.64175,37.6464,1.87165345668098,1737.25227414932,"Middle East & North Africa","Lower middle income",3.3,31.35,74.05,31.45,1.19392246847243,3.44521426707893,4.30474054071381,3.44839898314645,3.62823733214437,5.00153904840849,-0.161511506347538,-0.0379473690018902,-0.00807254797109511,-0.00346738393065538,0.103884923675872,0.0151882162043718,-0.941672716623035,-0.420375792989749,0.121221489442996
"124","EGY","5","Egypt","[2000,2005)",4.4,32.6,75.8,31.8,159.8385,51.58612,1.87772065243052,1999.96094016084,"Middle East & North Africa","Lower middle income",4.4,32.6,75.8,31.8,1.48160454092422,3.48431228837266,4.32809829264833,3.45946628978613,3.94325264405455,5.07416393047183,0.0575364144903562,0.00781960425874644,0.00467155038690361,0.00221346132793627,0.0630030623820353,0.0145249764126664,-1.01731934050494,-0.496022416871653,0.0455748655610909
"125","EGY","6","Egypt","[2005,2010)",3.9,30.7,75.3,31.1,148.59605,43.8395,1.79614095599086,2328.93608279855,"Middle East & North Africa","Lower middle income",3.9,30.7,75.3,31.1,1.3609765531356,3.42426265459315,4.32148013480585,3.43720781918519,3.78053523746523,5.00123155050372,-0.024125597557723,-0.0120099267559021,-0.00132363156849564,-0.00445169412018851,-0.0325434813178638,-0.0145864759936215,-0.944383756636497,-0.42308683300321,0.118510449429534
"126","EGY","7","Egypt","[2010,2015)",2.65,24.65,71.4,30.65,158.9984,28.13596,2.14749890220553,2597.60238525933,"Middle East & North Africa","Lower middle income",2.65,24.65,71.4,30.65,0.974559639998131,3.2047769004887,4.26829786934554,3.42263266238222,3.33704847350448,5.06889413927652,-0.077283382627494,-0.0438971508208905,-0.0106364530920617,-0.00291503136059363,-0.0886973527921509,0.0135325177545601,-1.01188347685946,-0.490586553226179,0.0510107292065655
"127","SLV","1","El Salvador","[1980,1985)",NA,NA,NA,NA,237.8967,28.29388,1.52733072406935,2225.29498317119,"Latin America & Caribbean","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,3.34264552684587,5.47183654583818,NA,NA,NA,NA,NA,NA,-1.41378023447894,-0.892483310845658,-0.350886028412914
"128","SLV","2","El Salvador","[1985,1990)",18,30.9,51.7,NA,221.4761,31.16834,1.3043072251092,2079.64443797096,"Latin America & Caribbean","Lower middle income",18,30.9,51.7,NA,2.89037175789616,3.4307561839037,3.94545778151438,NA,3.43940283602486,5.40031468298629,NA,NA,NA,NA,0.0193514618357966,-0.0143043725703768,-1.34347009301941,-0.822173169386121,-0.280575886953376
"129","SLV","3","El Salvador","[1990,1995)",20.7,36.5,60.1,54,241.29955,20.28786,1.33870011962454,2288.80603824891,"Latin America & Caribbean","Lower middle income",20.7,36.5,60.1,54,3.03013370027132,3.59731226058845,4.09600984154116,3.98898404656427,3.01002267760009,5.48603910773078,0.0279523884750318,0.0333112153369493,0.0301104120053556,NA,-0.085876031684953,0.0171448849488977,-1.42866872413983,-0.90737180050654,-0.365774518073796
"130","SLV","4","El Salvador","[1995,2000)",15.725,29.375,51.4,51.9,257.0728,37.04872,0.986088000668689,2599.91197464272,"Latin America & Caribbean","Lower middle income",15.725,29.375,51.4,51.9,2.7552518025865,3.38014397246432,3.93963817246112,3.94931879017184,3.61223380323707,5.54935931326477,-0.0549763795369638,-0.0434336576248246,-0.0312743338160084,-0.00793305127848631,0.120442225127396,0.0126640411067976,-1.49209068772446,-0.970793764091173,-0.429196481658429
"131","SLV","5","El Salvador","[2000,2005)",13.08,24.98,45.9,50.6,289.1528,41.5641,0.593950512253207,2720.66644628442,"Latin America & Caribbean","Lower middle income",13.08,24.98,45.9,50.6,2.57108434602905,3.21807550469743,3.8264651170665,3.92395157629342,3.72723681391571,5.66695526811259,-0.0368334913114904,-0.0324136935533783,-0.022634611078924,-0.00507344277568462,0.0230006021357284,0.0235191909695644,-1.6101106781457,-1.08881375451242,-0.547216472079674
"132","SLV","6","El Salvador","[2005,2010)",6.98,18.92,42.46,46.42,284.12885,41.98588,0.449847359123456,2936.37094796343,"Latin America & Caribbean","Lower middle income",6.98,18.92,42.46,46.42,1.94304891677428,2.94021956362373,3.74856245627511,3.83773040084629,3.73733337128249,5.64942783245486,-0.125607085850954,-0.0555711882147398,-0.0155805321582779,-0.0172442350894258,0.0020193114733555,-0.00350548713154666,-1.59247751954849,-1.07118059591521,-0.529583313482463
"133","SLV","7","El Salvador","[2010,2015)",4.06,14.62,38.28,42.52,282.866325,40.78948,0.46356596519615,3149.53834418255,"Latin America & Caribbean","Lower middle income",4.06,14.62,38.28,42.52,1.40118297361364,2.68239045432163,3.64492756658475,3.74997455347375,3.7084242050256,5.6449744362276,-0.108373188632128,-0.05156582186042,-0.0207269779380713,-0.0175511694745087,-0.00578183325137731,-0.000890679245452119,-1.58683811261339,-1.0655411889801,-0.523943906547359
"134","ETH","1","Ethiopia","[1980,1985)",NA,NA,NA,NA,73.957665,15.08712,2.6641075348523,226.75374118796,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,2.71384139969387,4.30349283490102,NA,NA,NA,NA,NA,NA,-0.246531491715714,0.274765431917573,0.816362714350317
"135","ETH","2","Ethiopia","[1985,1990)",NA,NA,NA,NA,73.41517,16.48694,3.23583594495755,208.055045279117,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,2.80256855234151,4.2961305900153,NA,NA,NA,NA,0.0177454305295274,-0.00147244897714458,-0.239286000048412,0.282010923584874,0.823608206017618
"136","ETH","3","Ethiopia","[1990,1995)",NA,NA,NA,NA,63.59326,15.306596,3.53145784830252,182.635296519601,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,2.72828384660781,4.15250748988758,NA,NA,NA,NA,-0.014856941146741,-0.028724620025544,-0.0929058283124875,0.428391095320799,0.969988377753543
"137","ETH","4","Ethiopia","[1995,2000)",61.3,90,97,37.3,62.50328,18.75716,3.0738605318985,191.6356305992,"Sub-Saharan Africa","Low income",61.3,90,97,37.3,4.11577984294217,4.49980967033027,4.57471097850338,3.61899332664977,2.93157554619057,4.13521903536533,NA,NA,NA,NA,0.0406583399165523,-0.00345769090444996,-0.0775731387136887,0.443723784919597,0.985321067352342
"138","ETH","5","Ethiopia","[2000,2005)",36.4,78.7,95.6,29.8,67.54652,21.26612,2.87266697746238,203.013153038134,"Sub-Saharan Africa","Low income",36.4,78.7,95.6,29.8,3.5945687746427,4.36564315542336,4.56017282005736,3.39450839351136,3.05711519602309,4.21281654568462,-0.104242213659894,-0.0268333029813816,-0.00290763168920538,-0.0448969866276822,0.0251079299665053,0.015519502063858,-0.155971955717733,0.365324967915553,0.906922250348298
"139","ETH","6","Ethiopia","[2005,2010)",NA,NA,NA,NA,82.86368,19.2771,2.70137600728604,272.290300361782,"Sub-Saharan Africa","Low income",35,75.9,94.35,31.5,3.55534806148941,4.32941668440158,4.54701127181456,3.44998754583159,2.95891786293118,4.41719684792471,-0.00784414263065631,-0.00724529420435456,-0.00263230964855943,0.0110958304640457,-0.0196394666183829,0.0408760604480177,-0.360175231353931,0.161121692279355,0.702718974712099
"140","ETH","7","Ethiopia","[2010,2015)",33.6,73.1,93.1,33.2,91.9254625,NA,2.61897248482461,395.237699247812,"Sub-Saharan Africa","Low income",33.6,73.1,93.1,33.2,3.51452606696916,4.29182836675573,4.53367418428302,3.50254987592244,NA,4.52097805845017,-0.00816439890405096,-0.00751766352917027,-0.0026674175063075,0.0105124660181712,NA,0.0207562421050936,-0.463138260347693,0.0581586632855928,0.599755945718337
"141","GEO","1","Georgia","[1980,1985)",NA,NA,NA,NA,893.7679,NA,0.848521049246197,4189.32380294472,"Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79544612177969,NA,NA,NA,NA,NA,NA,-2.73761193477934,-2.21631501114605,-1.6747177287133
"142","GEO","2","Georgia","[1985,1990)",NA,NA,NA,NA,887.7873,NA,0.768647989336955,4349.78672189682,"Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78873218727396,NA,NA,NA,NA,NA,-0.00134278690114513,-2.73188759730708,-2.21059067367379,-1.66899339124105
"143","GEO","3","Georgia","[1990,1995)",NA,NA,NA,NA,476.0231,NA,0.241288402900542,1957.44901681681,"Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16546638246567,NA,NA,NA,NA,NA,-0.124653160961658,-1.93789544771578,-1.4165985240825,-0.875001241649752
"144","GEO","4","Georgia","[1995,2000)",14.8,32.425,60.725,39.8,192.1965,4.193002,-1.75803731314657,1238.5659466374,"Europe & Central Asia","Upper middle income",14.8,32.425,60.725,39.8,2.69462718077007,3.47892973020251,4.10635547488824,3.68386691229039,1.43341694517396,5.25851828617267,NA,NA,NA,NA,NA,-0.181389619258599,-1.1707398386934,-0.649442915060117,-0.107845632627372
"145","GEO","5","Georgia","[2000,2005)",15.26,36.2,67.18,38.04,170.5338,7.416862,-0.954478328367381,1659.21087851987,"Europe & Central Asia","Upper middle income",15.26,36.2,67.18,38.04,2.72523502585631,3.58905911883173,4.20737558418415,3.63863823767719,2.00375605667598,5.13893351754573,0.00612156901724834,0.0220258777258436,0.020204021859182,-0.0090457349226404,0.114067822300403,-0.0239169537253877,-1.08208892757885,-0.560792003945563,-0.0191947215128181
"146","GEO","6","Georgia","[2005,2010)",11.96,30.5,62,37.82,176.2486,22.1818,-1.2992527866306,2565.75558790001,"Europe & Central Asia","Upper middle income",11.96,30.5,62,37.82,2.48156774852249,3.41772668361337,4.12713438504509,3.63283806323031,3.09927213282236,5.17189549839842,-0.048733455466765,-0.0342664870436718,-0.0160482398278109,-0.00116003488937562,0.219103215229278,0.00659239617053675,-1.11479652926639,-0.593499605633101,-0.0519023232003562
"147","GEO","7","Georgia","[2010,2015)",9.22,24.98,54.44,38.86,193.972725,33.76524,-1.30351119869318,3428.00087573923,"Europe & Central Asia","Upper middle income",9.22,24.98,54.44,38.86,2.2213750375685,3.21807550469743,3.99709917778327,3.65996544394929,3.51943187095357,5.26771755639573,-0.0520385421907966,-0.0399302357831869,-0.0260070414523653,0.00542547614379645,0.0840319476262402,0.0191644115994626,-1.20793041180369,-0.6866334881704,-0.145036205737656
"148","GHA","1","Ghana","[1980,1985)",NA,NA,NA,NA,79.70446,1.697642,3.08612998269543,789.071151931659,"Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,0.529240229382089,4.37832554407991,NA,NA,NA,NA,NA,NA,-0.319119579432049,0.202177344201237,0.743774626633982
"149","GHA","2","Ghana","[1985,1990)",42.45,75.2,93.4,35.65,78.53873,3.020818,2.90237222319056,782.669677789257,"Sub-Saharan Africa","Lower middle income",42.45,75.2,93.4,35.65,3.74832691275736,4.32015123095579,4.5368913452348,3.57374914686031,1.10552765563773,4.36359187891472,NA,NA,NA,NA,0.115257485251129,-0.00294673303303803,-0.306747288947835,0.214549634685451,0.756146917118196
"150","GHA","3","Ghana","[1990,1995)",49.8,78.6,93.1,38.4,79.903485,4.298838,2.74779890735741,852.402872758067,"Sub-Saharan Africa","Lower middle income",49.8,78.6,93.1,38.4,3.90801498403061,4.36437169943516,4.53367418428302,3.64805745959368,1.45834475362198,4.38081946884231,0.0319376142546502,0.00884409369587331,-0.000643432190355142,0.0148616625466752,0.0705634195968496,0.00344551798551791,-0.323872760281598,0.197424163351688,0.739021445784432
"151","GHA","4","Ghana","[1995,2000)",35.7,63.3,85.4,40.1,96.61577,6.917182,2.47090549846447,921.702982633318,"Sub-Saharan Africa","Lower middle income",35.7,63.3,85.4,40.1,3.57515068878559,4.14788532915013,4.44734610079452,3.69137633431252,1.93400846125726,4.57074197841215,-0.0665728590490028,-0.043297274057006,-0.0172656166976994,0.00866377494376849,0.0951327415270556,0.0379845019139688,-0.511667870900694,0.00962905273259205,0.551226335165336
"152","GHA","5","Ghana","[2000,2005)",NA,NA,NA,NA,111.3538,11.18348,2.54642504323425,1007.17102102292,"Sub-Saharan Africa","Lower middle income",30.1,56.7,81.25,41.45,3.40452517175483,4.03777421073371,4.39753082120985,3.7244878815813,2.41443768941768,4.71271251974883,-0.0341251034061527,-0.0220222236832848,-0.00996305591693556,0.00662230945375608,0.0960858456320848,0.0283941082673344,-0.655867929781941,-0.134571006148655,0.407026276284089
"153","GHA","6","Ghana","[2005,2010)",24.5,50.1,77.1,42.8,136.7006,12.63823,2.60315299465313,1166.96148209738,"Sub-Saharan Africa","Lower middle income",24.5,50.1,77.1,42.8,3.19867311755068,3.91402100809082,4.34510328056928,3.75653810258775,2.5367263472678,4.91779313289364,-0.0411704108408297,-0.0247506405285775,-0.0104855081281126,0.00641004420128946,0.0244577315700227,0.0410161226289635,-0.859040888801642,-0.337743965168356,0.203853317264389
"154","GHA","7","Ghana","[2010,2015)",12,32.5,60.5,42.4,175.467675,14.15472,2.40821218624329,1521.53624029522,"Sub-Saharan Africa","Lower middle income",12,32.5,60.5,42.4,2.484906649788,3.48124008933569,4.1026433650368,3.74714836223791,2.6500481373721,5.16745483790703,-0.142753293552536,-0.0865561837510254,-0.0484919831064975,-0.00187794806996777,0.0226643580208613,0.0499323410026777,-1.10763074630903,-0.586333822675744,-0.0447365402429997
"155","GTM","1","Guatemala","[1980,1985)",NA,NA,NA,NA,123.30665,17.04154,2.47658877982252,2324.91178369998,"Latin America & Caribbean","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,2.8356538929044,4.81467434221148,NA,NA,NA,NA,NA,NA,-0.756377652819332,-0.235080729186046,0.306516553246699
"156","GTM","2","Guatemala","[1985,1990)",42.35,61.35,78.8,58.95,125.547,15.57754,2.36053591868512,2086.26747464496,"Latin America & Caribbean","Lower middle income",42.35,61.35,78.8,58.95,3.74596842109806,4.11659517115692,4.36691299686383,4.07668962698338,2.74583013323907,4.8326801904555,NA,NA,NA,NA,-0.0179647519330646,0.00360116964880479,-0.775835600488617,-0.254538676855331,0.287058605577414
"157","GTM","3","Guatemala","[1990,1995)",NA,NA,NA,NA,194.18645,12.5545,2.33703814648335,2220.56715219211,"Latin America & Caribbean","Lower middle income",27.875,44.725,64.35,57.3666666666667,3.32773022978028,3.80053262939478,4.16433693404214,4.04946341454938,2.53007916704551,5.26881877999349,-0.0836476382635562,-0.0632125083524276,-0.0405152125643395,-0.0054452424867991,-0.043150193238712,0.0872277179075978,-1.20763816699041,-0.68634124335712,-0.144743960924376
"158","GTM","4","Guatemala","[1995,2000)",13.4,28.1,49.9,NA,285.1065,17.98524,2.2564427217007,2430.96918181713,"Latin America & Caribbean","Lower middle income",13.4,28.1,49.9,55.7833333333333,2.59525470695687,3.3357695763397,3.91002100275747,4.02147513898923,2.88955142151226,5.65286279467662,-0.146495104564683,-0.0929526106110166,-0.0508631862569326,-0.00559765511203167,0.0718944508933498,0.0768088029366259,-1.59198251922637,-1.07068559559309,-0.529088313160342
"159","GTM","5","Guatemala","[2000,2005)",9.2,22.1,44.8,54.2,328.4867,21.97466,2.33429453346269,2581.99987313058,"Latin America & Caribbean","Lower middle income",9.2,22.1,44.8,54.2,2.21920348405499,3.09557760852371,3.80220813942094,3.9926809084456,3.08988997132413,5.79449635004264,-0.0752102445803742,-0.0480383935631986,-0.0215625726673067,-0.0057588461087251,0.0400677099623732,0.0283267110732032,-1.73765176007575,-1.21635483644247,-0.674757554009721
"160","GTM","6","Guatemala","[2005,2010)",11.1,24.2,43.4,54.6,328.82375,25.85364,2.2437482861332,2768.44818723438,"Latin America & Caribbean","Lower middle income",11.1,24.2,43.4,54.6,2.40694510831829,3.18635263316264,3.77045944110636,4.00003388275086,3.25245140342042,5.79552189293349,0.0375483248526588,0.0181550049277868,-0.00634973966291605,0.00147059486105174,0.0325122864192575,0.000205108578170687,-1.73862859635889,-1.2173316727256,-0.67573439029286
"161","GTM","7","Guatemala","[2010,2015)",8.7,24.2,48.8,48.3,282.4336,27.27846,2.12814777423061,2913.03936661134,"Latin America & Caribbean","Lower middle income",8.7,24.2,48.8,48.3,2.16332302566054,3.18635263316264,3.8877303128591,3.87743156065853,3.30609737976891,5.64344347871148,-0.0487244165315501,NA,0.0234541743505485,-0.0245204644184665,0.010729195269698,-0.0304156828444022,-1.58591790348237,-1.06462097984908,-0.523023697416337
"162","GIN","1","Guinea","[1980,1985)",NA,NA,NA,NA,24.446165,NA,2.07016343268597,NA,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19647335290277,NA,NA,NA,NA,NA,NA,0.860593987420853,1.38189091105414,1.92348819348688
"163","GIN","2","Guinea","[1985,1990)",NA,NA,NA,NA,23.86887,3.69296,3.09567012793167,562.383058740577,"Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,1.3064283045093,3.17257509947316,NA,NA,NA,NA,NA,-0.00477965068592292,0.884269490493726,1.40556641412701,1.94716369655976
"164","GIN","3","Guinea","[1990,1995)",70.45,85.95,94.6,46.45,45.27609,3.588076,5.36012091770164,545.24109404087,"Sub-Saharan Africa","Low income",70.45,85.95,94.6,46.45,4.25490323834469,4.45376573182886,4.54965747605783,3.83837646525985,1.27761612568905,3.81277907857631,NA,NA,NA,NA,-0.00576243576404978,0.12804079582063,0.361959082995382,0.883256006628668,1.42485328906141
"165","GIN","4","Guinea","[1995,2000)",NA,NA,NA,NA,78.44665,4.204604,2.74407660598948,548.186810700039,"Sub-Saharan Africa","Low income",66.325,85.075,94.75,44.725,4.1945669000238,4.44353322038697,4.55124184396254,3.80053262939478,1.43618011538745,4.36241877590908,-0.0120672676641773,-0.00204650228837782,0.00031687358094068,-0.00756876717301296,0.0317127979396783,0.109927939466554,-0.304573093688101,0.216723829945185,0.758321112377929
"166","GIN","5","Guinea","[2000,2005)",62.2,84.2,94.9,43,66.36835,3.536202,1.8453558881383,591.728172818235,"Sub-Saharan Africa","Low income",62.2,84.2,94.9,43,4.13035499974513,4.43319492124828,4.55282370561588,3.76120011569356,1.26305326984056,4.195220286219,-0.0128423800557339,-0.0020676598277376,0.000316372330669346,-0.00786650274024412,-0.0346253691093767,-0.0334396979380159,-0.138375696252115,0.382921227381172,0.924518509813916
"167","GIN","6","Guinea","[2005,2010)",59.7,82.3,94.7,39.4,68.121965,3.962722,2.12962628859313,619.425187943307,"Sub-Saharan Africa","Low income",59.7,82.3,94.7,39.4,4.08933202039856,4.41037110768302,4.55071400019203,3.67376581630389,1.37693116287064,4.22129970153229,-0.00820459586931541,-0.00456476271305153,-0.000421941084769983,-0.0174868598779349,0.022775578606015,0.00521588306265812,-0.163625580646377,0.357671342986909,0.899268625419654
"168","GIN","7","Guinea","[2010,2015)",35.3,70.3,92.3,33.7,80.48375,7.3478,2.23644459013819,672.204759228041,"Sub-Saharan Africa","Low income",35.3,70.3,92.3,33.7,3.56388296393925,4.25277179881662,4.52504414150881,3.51749783735832,1.99440094869176,4.38805530069333,-0.105089811291861,-0.0315198617732809,-0.00513397173664512,-0.0312535957891144,0.123493957164225,0.033351119832208,-0.32588294257109,0.195413981062196,0.73701126349494
"169","HND","1","Honduras","[1980,1985)",NA,NA,NA,NA,133.8628,29.424,3.053084925569,1487.20347291492,"Latin America & Caribbean","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,3.38181066786197,4.89681539483009,NA,NA,NA,NA,NA,NA,-0.839753028356108,-0.318456104722822,0.223141177709922
"170","HND","2","Honduras","[1985,1990)",42.2,62,79.6,59.5,142.2567,32.83878,2.94543131659608,1548.78435785214,"Latin America & Caribbean","Lower middle income",42.2,62,79.6,59.5,3.74242022104197,4.12713438504509,4.37701409285034,4.08597631255158,3.49161013407686,4.95763317207301,NA,NA,NA,NA,0.021959893242979,0.0121635554485829,-0.900788582106123,-0.379491658472837,0.162105623959908
"171","HND","3","Honduras","[1990,1995)",31.34,53,74.44,53.92,153.89445,26.0611,2.8542798259336,1525.89812179636,"Latin America & Caribbean","Lower middle income",31.34,53,74.44,53.92,3.44489523692787,3.97029191355212,4.30999343177405,3.98750146660405,3.26044378108983,5.0362669778164,-0.0595049968228182,-0.0313684942985939,-0.0134041322152575,-0.0196949691895065,-0.046233270597406,0.0157267611486787,-0.960434440167856,-0.43913751653457,0.102459765898174
"172","HND","4","Honduras","[1995,2000)",26.34,44.92,66.8,55.34,181.3175,28.7509,2.70641086522619,1575.46500755267,"Latin America & Caribbean","Lower middle income",26.34,44.92,66.8,55.34,3.27108869631514,3.80488312987024,4.2017030805426,4.01349597435878,3.35866907110121,5.20024963819908,-0.034761308122548,-0.0330817567363759,-0.0216580702462899,0.00519890155094567,0.0196450580022769,0.0327965320765362,-1.14057570446212,-0.619278780828838,-0.0776814983960941
"173","HND","5","Honduras","[2000,2005)",24.825,41.175,60.6,56.875,223.9195,34.54688,2.50132666226033,1658.94996489611,"Latin America & Caribbean","Lower middle income",24.825,41.175,60.6,56.875,3.21185120993124,3.7178312760637,4.10429489307527,4.04085587727111,3.54231724222866,5.41128661226437,-0.0118474972767798,-0.0174103707613077,-0.0194816374934662,0.00547198058246678,0.0367296342254881,0.0422073948130572,-1.35444202229748,-0.833145098664197,-0.291547816231453
"174","HND","6","Honduras","[2005,2010)",19.3,33.5,53.12,55.92,263.8708,45.00852,2.18303894925058,1902.13957386328,"Latin America & Caribbean","Lower middle income",19.3,33.5,53.12,55.92,2.96010509591084,3.51154543883102,3.97255350516818,4.02392209792555,3.80685180518236,5.57545958941462,-0.0503492228040793,-0.0412571674465366,-0.0263482775814182,-0.0033867558691119,0.0529069125907409,0.0328345954300508,-1.5137020308149,-0.992405107181618,-0.450807824748874
"175","HND","7","Honduras","[2010,2015)",16.98,32.38,53.7,53.68,262.742125,50.09886,1.83977666904431,2001.68762110912,"Latin America & Caribbean","Lower middle income",16.98,32.38,53.7,53.68,2.8320361808832,3.47754094824949,3.98341300151482,3.98304049266343,3.91399825334091,5.57117303785215,-0.0256137830055277,-0.00680089811630635,0.00217189926932813,-0.00817632105242563,0.0214292896317109,-0.000857310312494519,-1.51204417837161,-0.990747254738325,-0.44914997230558
"176","IND","1","India","[1980,1985)",54.8,85.5,96.4,32.1,66.320645,22.33434,2.309000400491,412.912976021862,"South Asia","Lower middle income",54.8,85.5,96.4,32.1,4.00369019395397,4.44851637594271,4.5685062016165,3.46885603013597,3.10612540433389,4.19450123635273,NA,NA,NA,NA,NA,NA,-0.13757513402698,0.383721789606306,0.925319072039051
"177","IND","2","India","[1985,1990)",48.9,82.8,95.5,32.5,71.14514,24.98368,2.18029470455442,477.956233016566,"South Asia","Lower middle income",48.9,82.8,95.5,32.5,3.88977739648083,4.41642806139121,4.55912624748668,3.48124008933569,3.21822281170151,4.26472201580793,-0.0227825594946287,-0.00641766291030024,-0.00187599082596304,0.0024768118399443,0.0224194814735228,0.0140441558910414,-0.207877425841047,0.313419497792239,0.855016780224983
"178","IND","3","India","[1990,1995)",45.9,81.1,95.3,31.7,74.80908,23.17744,2.00637315970876,553.882356606293,"South Asia","Lower middle income",45.9,81.1,95.3,31.7,3.8264651170665,4.39568296112137,4.55702981066016,3.45631668088323,3.14317939177814,4.31493926798755,-0.0126624558828654,-0.00414902005396929,-0.000419287365305543,-0.0049846816904914,-0.0150086839846724,0.010043450435923,-0.258084627423691,0.263212296209595,0.804809578642339
